0,29.54,35.87,44.43,47.72,48.68,53.35,55.79,64.02,-,36.91
1,33.87,46.16,62.10,68.80,74.56,81.04,85.43,89.28,-,51.82
2,36.13,49.40,71.41,77.61,85.83,92.82,99.05,104.25,-,54.03
3,39.26,52.25,79.20,85.98,91.74,102.15,108.27,113.01,-,54.70
4,42.35,55.40,85.80,94.23,103.96,111.17,118.54,124.25,-,67.94
5,43.10,55.87,91.27,102.45,106.26,113.60,120.00,133.73,-,69.27
6,45.49,63.64,101.55,109.23,120.15,126.91,135.03,145.09,-,83.85
7,46.96,66.41,108.67,118.70,128.70,136.47,144.28,153.74,-,87.91
8,49.43,68.32,114.75,126.38,137.37,146.14,153.31,162.18,-,95.72
9,51.12,71.27,122.32,134.47,141.05,155.81,163.23,173.57,-,101.22
10,51.38,73.36,124.51,136.59,143.00,157.81,165.22,183.79,-,112.10
11,55.08,77.33,137.13,152.22,164.76,176.26,181.58,196.83,-,113.21
12,56.92,81.27,144.68,159.17,172.81,185.86,191.28,204.20,-,127.93
13,57.55,85.34,151.57,166.56,179.83,195.70,200.50,213.76,-,131.23
14,59.78,88.67,159.29,173.60,186.78,204.23,210.44,225.13,-,131.60
15,62.08,91.75,163.41,180.60,190.22,211.00,218.31,233.95,-,138.99
16,63.39,92.60,172.72,187.26,200.12,216.49,223.89,239.86,-,139.74
17,64.76,95.66,177.63,193.30,204.77,221.40,228.66,245.31,-,139.99
18,68.60,96.74,182.97,197.30,209.27,226.16,234.78,251.20,-,140.24
19,70.44,100.85,187.33,201.47,214.00,231.23,240.82,260.31,-,141.72
20,71.75,103.83,192.40,209.24,215.33,236.41,241.82,275.91,-,148.89
21,73.68,105.84,203.90,216.12,232.57,247.45,261.22,278.25,-,151.54
22,76.27,108.08,209.16,229.46,234.30,265.14,272.28,278.50,-,159.19
23,77.57,110.14,214.96,235.26,242.56,268.02,273.39,278.87,-,159.96
24,79.50,111.99,217.45,238.27,247.15,271.53,279.44,286.01,-,168.93
25,80.58,114.31,219.86,239.03,248.21,274.68,280.52,310.92,-,172.21
26,80.81,117.54,233.61,254.09,269.25,281.99,295.34,317.86,-,183.10
27,84.48,120.79,239.80,258.48,274.96,289.30,309.32,324.96,-,184.30
28,84.85,123.92,246.72,265.85,276.97,296.10,317.42,333.79,-,193.91
29,86.49,126.25,252.73,267.40,277.22,305.13,319.18,339.53,-,197.20
30,90.43,127.63,253.34,269.89,278.49,306.51,319.81,345.01,-,200.90
31,92.11,129.10,264.25,282.72,300.32,317.58,332.34,351.13,-,208.34
32,94.02,131.32,270.00,284.01,306.28,319.19,337.98,357.86,-,209.31
33,96.10,133.95,275.53,296.30,312.04,335.98,352.10,366.08,-,228.39
34,97.76,136.94,281.77,301.64,312.63,343.30,353.77,367.75,-,230.31
35,100.55,139.66,282.40,306.52,313.21,349.87,357.22,368.16,-,230.57
36,101.18,142.65,294.25,313.05,324.78,355.27,365.17,376.17,-,233.14
37,101.42,144.57,301.51,321.63,341.42,363.56,378.15,386.62,-,238.00
38,103.20,147.48,306.50,329.31,347.19,368.77,379.46,394.14,-,249.71
39,105.83,147.83,312.11,334.97,347.77,375.30,386.52,413.23,-,260.26
40,110.62,154.59,312.69,335.54,348.79,379.47,387.40,415.14,-,265.66
41,112.52,156.57,324.15,344.57,369.03,385.09,404.95,425.99,-,271.06
42,114.61,158.90,328.53,350.10,371.06,386.58,414.27,427.09,-,271.60
43,116.52,162.29,337.37,359.93,378.11,406.25,432.67,441.33,-,280.52
44,118.53,165.22,343.29,370.23,385.03,413.12,440.39,457.68,-,284.59
45,120.45,168.76,347.22,374.08,385.73,420.09,441.31,461.28,-,289.03
46,122.27,171.62,353.06,384.75,399.67,425.07,459.07,471.74,-,289.48
47,124.89,175.15,353.65,386.34,401.63,426.37,460.85,472.81,-,289.75
48,126.72,178.62,353.91,389.37,401.86,434.43,461.12,484.62,-,290.00
49,128.65,182.17,354.13,389.69,402.08,435.27,461.35,485.81,-,290.24
50,131.18,184.84,355.13,391.51,403.75,437.12,462.75,487.11,-,291.16
51,133.04,188.58,374.26,427.90,436.97,474.12,490.35,513.00,-,309.41
52,135.71,191.41,401.57,436.63,453.60,484.36,518.31,529.33,-,314.68
53,138.18,195.41,407.73,445.57,455.27,494.85,527.80,538.38,-,319.83
54,139.99,199.29,414.42,446.47,455.74,505.96,530.48,541.11,-,324.91
55,142.71,203.44,417.53,447.61,456.91,513.16,530.93,541.57,-,344.16
56,145.32,206.94,417.99,460.36,469.92,520.34,531.38,542.02,-,346.09
57,148.46,211.31,418.82,461.64,472.14,521.07,531.84,543.50,-,354.58
58,149.53,216.17,419.35,462.09,482.16,522.52,533.31,572.83,-,355.44
59,150.00,221.71,429.73,469.32,483.17,524.02,562.51,584.55,-,368.94
60,150.86,226.65,430.77,470.05,484.20,554.02,565.44,585.75,-,370.29
61,151.33,230.89,448.79,484.14,504.50,571.85,583.64,598.94,-,370.76
62,151.82,234.20,455.88,490.38,506.63,580.26,598.11,610.08,-,371.27
63,161.51,238.83,460.14,491.10,509.05,588.79,600.91,640.09,-,375.12
64,167.13,239.83,460.60,505.35,525.33,599.74,623.77,643.10,-,375.61
65,172.20,247.24,464.72,511.06,528.74,609.29,630.99,643.62,-,382.22
66,175.34,248.00,484.79,527.51,545.48,610.26,632.32,645.60,-,382.90
67,177.88,257.80,486.80,529.17,547.16,610.71,632.77,683.41,-,383.37
68,178.80,262.58,487.26,535.91,547.65,611.17,636.55,687.20,-,383.83
69,179.27,266.88,487.78,537.46,548.55,611.62,649.02,695.01,-,384.30
70,188.10,272.43,488.23,537.94,549.04,612.96,650.28,696.37,-,384.81
71,191.69,276.76,489.88,538.92,550.09,639.56,652.70,696.90,-,385.32
72,192.16,281.06,522.56,557.60,569.10,665.55,684.64,698.35,-,385.84
73,192.99,287.37,525.84,559.47,571.01,670.92,704.37,718.47,-,386.34
74,193.75,288.03,526.34,559.93,571.48,671.47,706.36,720.50,-,386.92
75,204.76,295.15,527.27,560.88,572.44,672.38,707.27,730.45,-,387.85
76,205.87,296.17,530.18,565.82,577.47,690.58,708.18,750.19,-,388.88
77,209.23,297.17,532.42,584.46,601.54,692.42,709.10,753.03,-,389.89
78,210.29,310.76,552.59,598.56,617.69,693.34,710.01,755.63,-,390.91
79,211.22,312.13,554.61,607.74,627.08,705.54,720.00,763.11,-,391.93
80,212.23,321.55,555.53,609.73,628.92,708.54,723.06,809.30,-,392.94
81,213.16,326.99,572.49,648.11,663.16,726.80,741.68,813.92,-,394.03
82,227.34,332.27,575.62,651.95,666.60,728.63,743.55,814.95,-,394.96
83,228.77,335.01,576.56,652.90,667.54,729.59,744.53,816.94,-,395.98
84,229.70,335.97,577.53,653.85,668.52,744.84,760.12,856.42,-,397.00
85,230.63,336.94,578.48,654.80,669.43,746.38,761.69,876.52,-,398.02
86,235.64,347.02,580.18,657.22,670.73,747.30,762.60,878.54,-,418.41
87,236.80,348.05,601.64,660.24,673.80,748.47,763.79,879.45,-,420.46
88,237.76,353.47,603.80,661.71,675.57,751.39,767.63,880.35,-,429.34
89,245.60,355.20,629.38,691.10,710.73,809.70,844.39,881.26,-,430.36
90,249.01,356.00,649.76,695.24,719.83,841.56,860.16,893.56,-,431.38
91,250.01,356.80,651.80,696.15,720.75,844.75,861.76,894.80,-,434.17
92,253.60,357.60,652.60,697.06,721.67,845.67,862.77,895.71,-,489.75
93,254.40,358.40,653.40,697.97,722.57,846.58,863.79,896.63,-,495.34
94,255.20,359.20,654.20,698.89,723.48,847.81,864.82,897.53,-,496.27
95,256.00,360.00,655.00,700.95,724.43,848.73,865.85,898.44,-,513.57
96,256.80,360.80,655.80,708.85,729.92,849.64,866.76,901.42,-,516.05
97,257.60,361.60,656.60,714.83,737.38,850.53,867.90,944.91,-,534.37
98,258.40,362.40,657.40,716.85,753.27,852.56,869.95,949.36,-,539.06
99,259.20,363.20,658.20,752.48,776.66,893.04,910.92,964.42,-,566.82
100,260.00,364.00,659.00,763.00,779.00,942.00,983.00,"1,034.00",-,629.00
101,262.60,367.64,665.59,770.63,786.79,951.42,992.83,"1,044.34",-,635.29
102,265.20,371.28,672.18,778.26,794.58,960.84,"1,002.66","1,054.68",-,641.58
103,267.80,374.92,678.77,785.89,802.37,970.26,"1,012.49","1,065.02",-,647.87
104,270.40,378.56,685.36,793.52,810.16,979.68,"1,022.32","1,075.36",-,654.16
105,273.00,382.20,691.95,801.15,817.95,989.10,"1,032.15","1,085.70",-,660.45
106,275.60,385.84,698.54,808.78,825.74,998.52,"1,041.98","1,096.04",-,666.74
107,278.20,389.48,705.13,816.41,833.53,"1,007.94","1,051.81","1,106.38",-,673.03
108,280.80,393.12,711.72,824.04,841.32,"1,017.36","1,061.64","1,116.72",-,679.32
109,283.40,396.76,718.31,831.67,849.11,"1,026.78","1,071.47","1,127.06",-,685.61
110,286.00,400.40,724.90,839.30,856.90,"1,036.20","1,081.30","1,137.40",-,691.90
111,288.60,404.04,731.49,846.93,864.69,"1,045.62","1,091.13","1,147.74",-,698.19
112,291.20,407.68,738.08,854.56,872.48,"1,055.04","1,100.96","1,158.08",-,704.48
113,293.80,411.32,744.67,862.19,880.27,"1,064.46","1,110.79","1,168.42",-,710.77
114,296.40,414.96,751.26,869.82,888.06,"1,073.88","1,120.62","1,178.76",-,717.06
115,299.00,418.60,757.85,877.45,895.85,"1,083.30","1,130.45","1,189.10",-,723.35
116,301.60,422.24,764.44,885.08,903.64,"1,092.72","1,140.28","1,199.44",-,729.64
117,304.20,425.88,771.03,892.71,911.43,"1,102.14","1,150.11","1,209.78",-,735.93
118,306.80,429.52,777.62,900.34,919.22,"1,111.56","1,159.94","1,220.12",-,742.22
119,309.40,433.16,784.21,907.97,927.01,"1,120.98","1,169.77","1,230.46",-,748.51
120,312.00,436.80,790.80,915.60,934.80,"1,130.40","1,179.60","1,240.80",-,754.80
121,314.60,440.44,797.39,923.23,942.59,"1,139.82","1,189.43","1,251.14",-,761.09
122,317.20,444.08,803.98,930.86,950.38,"1,149.24","1,199.26","1,261.48",-,767.38
123,319.80,447.72,810.57,938.49,958.17,"1,158.66","1,209.09","1,271.82",-,773.67
124,322.40,451.36,817.16,946.12,965.96,"1,168.08","1,218.92","1,282.16",-,779.96
125,325.00,455.00,823.75,953.75,973.75,"1,177.50","1,228.75","1,292.50",-,786.25
126,327.60,458.64,830.34,961.38,981.54,"1,186.92","1,238.58","1,302.84",-,792.54
127,330.20,462.28,836.93,969.01,989.33,"1,196.34","1,248.41","1,313.18",-,798.83
128,332.80,465.92,843.52,976.64,997.12,"1,205.76","1,258.24","1,323.52",-,805.12
129,335.40,469.56,850.11,984.27,"1,004.91","1,215.18","1,268.07","1,333.86",-,811.41
130,338.00,473.20,856.70,991.90,"1,012.70","1,224.60","1,277.90","1,344.20",-,817.70
131,340.60,476.84,863.29,999.53,"1,020.49","1,234.02","1,287.73","1,354.54",-,823.99
132,343.20,480.48,869.88,"1,007.16","1,028.28","1,243.44","1,297.56","1,364.88",-,830.28
133,345.80,484.12,876.47,"1,014.79","1,036.07","1,252.86","1,307.39","1,375.22",-,836.57
134,348.40,487.76,883.06,"1,022.42","1,043.86","1,262.28","1,317.22","1,385.56",-,842.86
135,351.00,491.40,889.65,"1,030.05","1,051.65","1,271.70","1,327.05","1,395.90",-,849.15
136,353.60,495.04,896.24,"1,037.68","1,059.44","1,281.12","1,336.88","1,406.24",-,855.44
137,356.20,498.68,902.83,"1,045.31","1,067.23","1,290.54","1,346.71","1,416.58",-,861.73
138,358.80,502.32,909.42,"1,052.94","1,075.02","1,299.96","1,356.54","1,426.92",-,868.02
139,361.40,505.96,916.01,"1,060.57","1,082.81","1,309.38","1,366.37","1,437.26",-,874.31
140,364.00,509.60,922.60,"1,068.20","1,090.60","1,318.80","1,376.20","1,447.60",-,880.60
141,366.60,513.24,929.19,"1,075.83","1,098.39","1,328.22","1,386.03","1,457.94",-,886.89
142,369.20,516.88,935.78,"1,083.46","1,106.18","1,337.64","1,395.86","1,468.28",-,893.18
143,371.80,520.52,942.37,"1,091.09","1,113.97","1,347.06","1,405.69","1,478.62",-,899.47
144,374.40,524.16,948.96,"1,098.72","1,121.76","1,356.48","1,415.52","1,488.96",-,905.76
145,377.00,527.80,955.55,"1,106.35","1,129.55","1,365.90","1,425.35","1,499.30",-,912.05
146,379.60,531.44,962.14,"1,113.98","1,137.34","1,375.32","1,435.18","1,509.64",-,918.34
147,382.20,535.08,968.73,"1,121.61","1,145.13","1,384.74","1,445.01","1,519.98",-,924.63
148,384.80,538.72,975.32,"1,129.24","1,152.92","1,394.16","1,454.84","1,530.32",-,930.92
149,387.40,542.36,981.91,"1,136.87","1,160.71","1,403.58","1,464.67","1,540.66",-,937.21
150,390.00,546.00,988.50,"1,144.50","1,168.50","1,413.00","1,474.50","1,551.00",-,943.50